Ano_1998,Ano_1999,Ano_2000,Ano_2001,Ano_2002,Ano_2003,Ano_2004,Ano_2005,Ano_2006,Ano_2007,Ano_2008,Ano_2009,Ano_2010,Ano_2011,Ano_2012,Ano_2013,Ano_2014,Ano_2015,Ano_2016,Ano_2017,Ano_2018,Ano_2019
0.877,14.7,7.57,6.14,17.1,27.3,8.2,-12.7,50.7,142.4,63.8,37.2,14.4,59.5,-25.6,35,61.2,-25.8,40.2,11,-65.8,16.2
15.3,16.1,12,11.6,12.6,18.1,21.8,17.2,63.4,272.6,134.4,207.8,189.8,390.2,103.2,189.8,231.9,392.7,237.3,279.2,138.3,200.1
12,13.3,6.89,-11.9,0.957,6.47,9.52,4.89,3.4,17.5,-57.6,6.74,-11.7,-59.8,-10,-61.4,-12,-7.39,2.91,13.4,21.3,13.4
2.4,2.39,2.51,3.29,4.05,3.68,6.93,8.31,3.86,4.95,3.62,2.67,0.969,1.05,5.83,-19.7,-48.3,5.47,-18.9,-6.85,2.32,-9.36
13.1,14.2,14.9,15.6,13.2,12.3,13.2,10.5,8.09,6,7.87,1.33,7.65,11.1,6.12,6.8,5.26,-27.8,-24.3,24,18.7,30.1
0.654,2.18,5.59,4.68,1.97,1.15,1.49,1.49,0.617,2.62,3.77,3.2,6.49,9.66,11,15.6,24.5,21.1,23.6,24.9,23.7,22.3
2.12,2.47,3.02,3.79,3.21,5.32,6.3,12.5,18.8,26.2,11.6,5.87,15.8,10.9,2.98,6.64,3.6,4.93,4.4,14.2,15.6,7.49
21.1,18.3,24.8,17.1,21.7,11.7,18.5,6.41,14.8,81.7,59.8,142.5,102,233.5,73.3,57.4,58.3,-43.4,11.5,476.6,9.61,51.3
1.15,11.8,16.9,17.5,19.4,24.3,21.1,21.3,28.3,25.3,-2.41,-23.4,91.5,264,281.3,398.6,422.3,404.4,398,568.1,361.4,296.9
6.86,7.68,10.1,0.644,-16.3,1.77,-31.3,1.26,0.293,0.974,-21.4,2.01,-2.74,-16.4,-7.12,-3.65,-8.76,-15.4,-0.147,0.882,-8.08,0.902
14.4,16.3,17.3,18.5,21.3,21.4,18,26.3,35.6,59.1,35.2,44.7,42.7,46.3,31.7,40.2,49.4,49.3,41.3,30.7,52.8,34.7
20.1,28.9,23.3,24.8,16.6,37,37.1,52.6,66.9,67.4,-166.7,-13.8,-111.9,-116.1,33.1,139.8,159.1,138.7,37.5,-306.7,-138,-6.39
3.28,4.34,3.67,1.76,5.43,5.23,5.37,4.96,7.25,22.8,18.4,14.4,19,26.4,23.7,49.2,78.8,91,111.7,159.3,128.9,31.2
-5.57,-20.2,-19.7,2.73,1.47,2.06,0.194,3.19,3.42,3.9,-3.48,4.42,0.715,4.31,1.9,46.1,46.8,56.8,59.9,75.9,101.1,93.7
6.17,6.25,7.51,5.61,-10.8,-17.4,1.14,-20.5,-12.9,-9.83,-22.4,-5.61,5.83,29.8,37.6,29.5,26.6,61.2,203.5,204.5,-383.6,-462.9
16.8,21.2,13.2,7.1,1.61,15.2,22.3,26.2,21.6,15.7,33.1,37.1,44.7,54.2,23.8,35,31.5,20.4,4.14,27.7,19.9,25.9
3.17,4.5,6.05,7.68,8.47,12.2,14.5,2.31,6.11,21,30.3,26.2,28.9,38.5,60.8,70.1,75.8,83.7,103.8,120.8,44.5,41.1
26.2,23.9,27,30.2,32.8,23.6,61.2,101.6,84.4,143.7,420.6,339.5,490.7,635,514.6,280.2,-14.6,3.04,72.9,252.1,224.5,261.7
9.55,7.59,21.7,26.5,24.9,26.8,23.4,25.5,13.5,115.2,98.1,112.7,165.4,101.5,78.8,115.2,119.5,143.5,157,871.1,226.8,288.7
5.56,2.7,0.194,-0.22,-1.8,2.49,22.1,14.9,56.9,109.4,13,23.8,11.9,6.23,37.2,234.5,509.7,518.3,354,68.3,127.4,162.1
12.2,14.5,19,10.2,1.75,4.59,5.66,5.74,7,13.7,14.6,8,15.5,22.8,19.5,42,52,46.4,70.4,91.2,112.7,132.2
5.19,7.73,9.58,12.7,9.08,7.84,11,8.67,17.6,19.7,12.7,24.7,10.9,18.8,50.6,18.4,9.23,20.1,38,134.3,165.5,137.3
9.3,5.33,8.61,6.59,0.948,1.52,-51.7,-39.3,-0.048,-24.6,-5.66,0.658,-3.57,-3.44,5.81,7.45,32.2,43.2,58.8,77.2,69.7,57.3
1.86,5.65,-2.03,3.04,5.09,3.72,4.71,1.18,-8.54,5.03,-19.3,5.18,2.99,-36.2,0.125,-15.6,-37.6,-12.4,-29.6,-22.3,-15,-3
-1.59,-22,0.93,6.02,5.75,9.13,13.1,-27.3,-93.9,-52.7,1.63,-2.64,18.1,15.7,17.1,37.9,52.3,-1.38,-11.9,-8.76,5.8,11.2
2.81,2.11,5.61,3.33,2.83,5.42,4.16,0.362,-1.07,2.55,0.224,0.686,1.63,4.04,0.516,-4.88,-9.93,81.1,4.32,47.1,26.9,-119.3
-57.4,-23,66.7,48.9,-92.6,388.6,223.4,151.4,280.9,463.3,-271.8,250.6,241.5,13.7,102.7,18.6,48.7,-627,810.4,5.94,-175.8,-27.9
64.1,75.4,36.1,-83,4.44,15.8,20.4,5.22,15.3,35,57.7,15.9,16.1,-19.9,-3.32,-11.2,9.23,-226.1,-13.4,1021.7,-21,-153.3
7.26,7.51,10.8,11.8,14.5,16,9.8,10.9,20.8,31.7,9.13,7.28,-4.82,-2.22,14.9,23.4,20.8,22.4,22.2,35.4,33.2,28.7
26.4,42.7,53.7,73.4,78.3,118.1,180.1,237.8,318.5,619.6,789.5,890.6,1086.1,1956.8,3021,3599.7,3563.8,3413,3496.4,5983,7465.2,8481.5
7.03,7.07,4.65,4.65,5.21,5.25,1.53,-0.427,1.32,0.86,-0.713,-2.47,-51.5,-2.6,1.41,-5.53,-0.699,-5.22,-2.98,-1.47,0.678,4.54
15.9,9.56,11,8,9.14,7.9,6.34,18,24,44.8,48.7,0.348,8.58,4.49,-34.7,3.01,-34.7,50.4,16,-22.7,-30.2,-28
12,18,6.78,2.52,2.61,2.73,2.8,3.42,5,9.78,1.72,6.21,4.23,8.43,5.9,8.82,15.8,8.86,0.53,1.38,0.042,-3.16
9.07,5.41,0.405,-20.9,0.115,-2,2.09,4.37,6.17,6.3,10.8,10.6,25,2.8,7.81,10.6,18.5,20,0.001,2.19,1.74,-1.47
3.5,3.13,6.47,-4.81,-7.72,0.192,0.604,1.65,4.19,4.77,5.16,5.25,9.2,10.9,19,23.1,22.5,17.6,37,32.3,301.5,52.4
7.23,2.93,1.12,0.925,1.2,2.7,7.58,9.23,16.6,30.3,27.5,50.2,78.1,140.6,159.4,208,242.2,255,255.8,289.9,306.3,360.3
6.41,7.18,9.47,8.8,6.46,1.41,-2.33,-7,0.599,2,-7.51,-5.59,2.21,1.62,-0.112,-5.92,0.719,-5.03,-8.43,-8.13,0.898,-7.67
4.32,5.84,4.87,2.46,2.59,0.924,1.04,-17,-4.33,-2.83,-12.9,-9.76,-5.19,-4.11,-0.406,-0.647,-0.09,20.7,27.7,26.2,-80.2,-50.7
5.34,5.01,5.87,4.23,0.75,1.9,5.43,7.27,10.4,11.7,15.8,10.8,14.7,14,4.28,-23.3,-91.8,14.4,30.1,13.8,18.4,16.9
11.3,21.3,22.3,15.4,8.39,6.39,10.2,14.3,77.7,320.9,154.9,215.2,227.1,477.1,152.8,187.2,169.5,241.6,174.4,245.1,142.6,207.2
1.69,2.62,6.07,6.38,7.62,18.5,18.2,15.5,20.8,20.2,17.1,29.1,48.6,30.8,-7.39,-58.1,-29.8,-2.09,9.53,58.5,-13,-32.8
8.81,26.4,45.7,28.6,-39.5,22.7,0.975,-18.3,2.02,19.7,7.53,21.4,19.3,31,2.21,28.2,-32.7,9.26,-26.7,-68.9,97.3,-19
5.37,5.41,5.77,5.91,5.04,4.74,4.54,3.62,3.01,2.94,-2.91,0.71,4.99,6.24,14.3,12.8,-10.9,7.08,-4.07,5.5,-14.1,-15.5
19.4,11.6,9.97,1.2,1.03,-1.54,-0.581,-16.7,5.81,-8.18,-8.91,9.39,-12.2,8.24,10.7,13.4,16.2,10.5,-6.25,-14.5,4.29,-13.8
14.1,15.6,25.8,19.9,31,65.4,70.5,53.4,62.4,102.6,64.8,65.7,105.8,32.4,-74,-68.1,-148.6,-113.9,30.2,277.3,252.9,111.7
6.86,2.68,0.959,1.05,0.369,0.644,1.09,1.24,2.43,2.22,0.624,-0.391,0.533,0.492,-1.71,-0.879,0.722,0.442,0.294,0.677,0.577,0.699
7.61,2.05,0.402,13.3,16.2,19.3,19,16.3,29.3,68.5,58.6,75.1,78.5,70.2,80.6,97.8,95.2,116.7,133.4,834.7,182.1,229.1
176.9,24.6,-14.2,10.3,16.8,45.4,28.4,-14.8,80.1,86.2,79.3,170.9,287.4,217.8,223.2,241.2,162.6,69.4,-22.3,26.4,92.3,195.4
18.2,10.1,-9.13,-17.7,-27.2,20.9,20.6,53.6,60.5,124.2,97.4,152.7,260.3,234.5,235.5,233.2,245.6,198.3,253.9,293.3,347.4,376.7
1.4,-17.1,-24.4,-9.49,8.98,5.58,4.19,2,3.41,2.44,1.91,6.56,6.5,5.99,5.23,4.75,4.11,6.67,7.26,28.3,31.8,43.8
3.27,3.12,0.561,1.01,-14.1,0.306,0.369,1.72,1.8,2.36,0.269,2.31,2.68,3.73,4.45,4.77,7.45,4.99,6.31,3.28,9.15,8.22
20.4,27.9,28.2,17.8,3.73,-16.3,0.566,1.41,2.94,4.2,1.84,-0.152,-35.5,-80.9,-44.2,-48.5,-38.7,-132.8,-35.2,-31.1,-35.5,-7.39
7.77,9.72,12,16.6,18.5,29.3,39.2,46.5,47.9,68.5,92.9,107,130.4,166.9,123.6,191.4,173.1,139.3,145.7,146.2,142.4,121.7
10.5,22.9,30.8,20.3,18,11.4,11,3.23,3.96,12.2,0.748,1.49,-0.751,-7.95,5.27,6.98,4.83,6.94,6.42,10.1,10.7,12.4
6.35,6.32,-3.47,0.265,2.75,2.22,7.35,-1.56,1.02,0.77,3.17,8.95,11,18.2,21.6,28.2,32.8,97.9,131.6,208.8,245.9,292.9
8.33,6.15,10,8.52,4.66,2.53,1.48,-10.6,-13.3,40.8,13.2,0.708,-1.73,6.04,-2.23,9.42,3.7,-15.8,2.06,27.6,54.6,1.13
-53.3,3.82,11.1,1.1,-39.3,-39.2,5.46,-1.07,-47.2,-9.16,-38.5,-18.5,0.045,-9.62,-10.2,-22.3,-7.53,-28.2,-11.2,8.48,1.39,11.2
11.4,12.9,8.1,8.9,12.8,14.8,21.7,30.5,29.5,48.7,48.6,19,42,84.5,60,60.4,71.9,48.4,37.1,386.7,570,169.1
30.2,28.9,26.7,14.6,11.7,11.8,11,17.5,64.1,145.5,242.1,315,442.4,639.6,976.9,772.8,192.3,300.1,368,523.4,676.8,868.6
-20.2,-11.7,35.9,68.6,113.3,362,502,415.9,348.7,387.5,101.8,54.8,237.5,28.1,-625,-92.2,9.27,-784.6,209.7,979,1118.5,443
-5.37,-6.02,1.39,0.211,-1.22,3.9,9.96,6.94,4.01,32.1,-16.1,16.1,22.1,-7.7,-13.2,-31.3,-16.4,-35.9,-0.346,-10.2,-12.6,0.846
1.94,-17.3,0.915,0.676,1.5,-1.33,-11.2,-15.7,1.14,-8.03,-9.74,-16.4,-29.4,-26,-11.9,-14.5,-7.22,-10.5,-19.2,-13.2,-7.38,-10.2
7.05,10.7,9.76,9.72,11.2,12.7,5.07,-3.18,20.5,18.4,5.98,28.1,20.2,4.97,7.35,15.7,23.1,25.8,15.7,21.2,8.95,19.3
7.02,5.14,3.57,3.21,2.21,-1.84,2.23,-31.5,-7.04,16.5,16.9,22.9,27.6,41.1,32.6,46.9,41.2,136.7,122.2,258.5,251.9,259.1
29.2,2.13,11,22,24.2,34,38.4,47.4,77.3,109.6,77.6,109.4,250.4,266.1,195.7,165.2,104,36.7,48.1,28.1,60.6,64.7
3.53,4.3,5.35,6.32,6.07,5.19,3.81,5.94,15.3,20.5,14.2,15.3,19.6,33.3,6.91,37.6,49.4,57.4,57.1,64.8,71.5,72.7
93.9,-8.26,26.5,2.49,-12.9,-0.068,67,155.9,156.8,214,218.6,304,642.9,464.3,-409.7,-167.5,-211.8,-185.5,-235.5,-205.1,-94.8,-61.1
10.9,8.2,15.5,9.31,14.6,29.1,42.1,37.4,46.1,42.2,20.8,19.7,61.5,61.9,73.7,53.4,64.4,43.9,44.2,62.6,58.5,61.5
1.64,2.13,3.27,1.77,0.795,2.49,1.84,0.403,0.677,0.518,-4.14,-2.68,0.181,0.781,-2.57,-12.1,-5.27,-5.12,-4.63,-4.18,-1.24,-4.08
212,215.2,240.7,237.5,256.3,384.8,1704.5,1732.2,2448.8,2969.1,2487.8,1159.3,1463.9,1169.9,663.3,471.3,545.2,-445.9,-53.4,441.1,704.6,411.6
-0.626,-0.466,0.364,0.135,0.159,0.56,1.03,1.31,0.887,2.89,-11.4,-9.54,-3.26,-2.96,-11.2,-3.79,-0.79,-9.77,-5.73,3.87,3.84,5.39
2.09,1.93,2.17,2.29,2.83,3.52,5.81,4.17,5.7,11.6,16.6,17.4,17.7,10.6,14.7,13,9.88,5.98,5.23,4.63,4.91,5.46
9.25,11.6,12.6,9.15,-12.2,-20.6,-6.13,2.89,5.22,9.25,5.96,9.79,13,14.4,16,16.4,16.8,12.1,13.8,14.9,10.8,11.8
6.32,6.67,5.66,5.94,7.77,8.5,5.66,3.39,1.77,4.47,2.36,22.5,12.6,2.16,4.1,2.61,-3.83,-17,3.11,2.55,0.708,0.084
31.8,25.7,38.8,30.6,35.5,53.6,117,81.4,104,331.1,186.5,35.7,50.6,127.3,-162,50.1,51.5,-811.2,2.09,19.4,-63.8,40.8
0.112,-14.5,-14.8,-0.461,-11.8,-2.58,-4.93,-6.38,41,-7.14,-1.81,-112.2,-14.8,-8.34,-120.2,-9.53,0.218,-2.8,-4.1,-6.08,-15.6,-6.06
4.16,4.43,4.07,5.48,5.6,5.52,6.59,8.31,6.04,6.9,4,9.75,20.6,27,21.5,43.6,52.3,58.4,39.2,63,46.4,35.9
5.46,5.84,7.16,8.17,8.85,12.2,13.2,14,6.5,9.52,11.6,20.9,17.2,18.3,19.6,16.8,17.3,17.8,18.1,20,12.7,16.1
-11.9,-12.3,1.15,1.14,1.7,-33.6,8.59,-16.1,5.61,4.26,3.54,6.08,22.2,-22.2,1.76,2.6,-20,-12.1,-32.1,-39.5,-5.25,-1.3
12.2,14.3,14.5,11.5,8.72,8.63,4.9,7.22,12.8,18,19.5,-83.7,-64.8,23,22.1,-18.1,-0.466,-37.1,3.6,-10.8,19.7,-7.16
4.13,2,1.14,0.553,-8.55,0.407,1.89,-5.8,-1.39,0.797,-0.064,0.617,25.9,3.04,3.64,7.96,7.38,21.3,0.547,11.6,5.55,1.86
-23,-6.94,3.05,1.94,3.75,4.24,3.98,1.82,1.92,0.999,-4.04,-10.8,0.893,-5.11,-2.23,-4.16,-3.45,-3.29,2.07,-5.45,-4.09,2.5
0.867,3.99,3.78,4.83,5.55,6.5,8.78,8.94,9.15,14,17.2,14,18.1,42.7,16,127.4,75.4,27.7,37.3,86,-33.7,-64.6
6.14,8.01,5.47,4.96,4.77,9.81,7.24,3.64,3.35,7.56,-10,9.95,7.06,8.89,13.1,32,16.9,83.2,14.9,5.89,-1.78,-20.5
8.15,6.09,13,7.34,7.55,-1.3,1.3,-14,0.725,-60.4,-4.2,-6.3,-8.1,-12.6,-9.96,-12.8,1.2,-3.13,24.3,-128.6,-402.3,-580.1
16.5,21.4,32.4,29.2,47.2,89,91.8,71.8,71.5,183,271.3,93.9,173.4,29.9,-165.7,-151.5,102.7,-321.3,61.8,594,887.9,540.6
-59.5,-14.9,-9.9,17,13.9,4,8.19,11.6,12.5,18.3,4.06,0.457,1.23,20.2,12.5,33,30.9,33,20.2,27.1,32.1,20.1
8.72,10.7,7.99,6.6,5.53,6.16,2.58,4.57,2.1,17,9.64,11.1,-3.39,-22.8,15.7,23.6,25.5,42.8,50.1,51.1,64.6,79.6
5.57,3.98,3.8,4.26,4.71,5.38,5.14,-12.3,5.27,25.1,8.55,13.6,12.4,14.2,23.7,19,92,78.8,59.4,54.2,49.7,35
2.54,6.7,5.81,9.77,8.11,8.29,10.5,9.58,9.22,9.49,7.79,1.93,0.097,11.6,55.7,74.4,77.3,21.7,11.5,134.3,115.6,-29.1
3.45,5.36,7.11,6.49,8.28,13.6,15.7,4.97,1.96,3.83,3.76,2.2,-10.3,-25.9,-0.473,19.9,0.953,-7.31,1.89,14.1,26.5,15.6
9.12,8.1,10.6,9.48,11.3,12.3,9.67,8.6,11.5,14.7,13.9,16.2,15.4,16.3,35.6,28.7,83.6,86.8,87.2,266.3,280,337.4
1.83,2.88,5.75,3.27,4.65,7.29,12.9,7.36,8.06,10.6,-19.5,-47.1,-44,-33.9,-55,-51.4,-32.1,-19.1,0.038,-3.62,6.57,0.934
3.27,2.44,2.42,2.46,1.44,-12.1,1.02,2.03,0.361,3.37,5.46,5.41,17.2,10.8,13.1,4.09,3.83,4.36,-4.87,-0.71,-5.7,2.4
7.67,7.62,8.14,6.62,13.3,12.5,17.4,4.55,28.8,23.2,8.18,22.1,21.1,10,-45.3,-9.63,-53.2,-3.25,-11,-51.7,-174.6,-44.1
3.16,5.75,5.56,5.9,5.97,6.81,8.69,10,9.66,18.9,57,-13.5,-20.5,-4.65,10.6,67.2,44,-0.552,10.5,51.2,76.3,53.7
-157.5,-289.3,33.2,49.7,-10.4,48.5,171.7,417.5,556.3,801.3,702.4,1504,1540.9,1216.4,763.5,598.9,397.3,242.8,235.1,290.9,620.3,811.5
39.9,49.3,55.5,44.7,85.7,120.1,165.1,186.3,65,132.2,110.5,216.8,258.6,245.7,-95.9,241.4,258.9,226.5,128.1,270.1,220.2,234.8
12.4,17.3,23.6,21,12.4,10.3,5.5,12.9,12.6,64.7,79.4,108.2,68.7,59.8,83.6,49.2,54.5,38.2,252,138.7,7.55,1.42
7.16,8.75,7.33,11.8,16.6,20.6,26.2,33.3,40.2,49.5,50.6,79.4,306.1,568.3,391.5,465.9,466,485.4,467.1,501.5,506,965.6
3.54,4.02,5.37,6.19,5.18,5.8,8.05,8.38,5.04,14.7,10,15.8,15,16.3,12.3,45.6,59.4,66.8,83.9,124,97.8,136.9
6.13,6.52,7.22,6.45,1.81,-3.52,-50.9,0.383,0.193,4.93,4.91,6.36,1.99,9.31,-17.9,-18.1,2.61,-19.3,2.58,-19.5,12.9,5.78
5.56,7.03,7.27,15.3,32.8,42.3,31.2,-58.5,21.4,-78.4,-23.6,-1.88,4.78,9.12,12.2,9.08,11.7,8.03,4.6,-24.7,1.19,2.84
2.15,1.12,-3.46,0.061,2.99,4.91,3.1,1.89,1.5,0.416,-8.71,0.201,-0.514,-1.7,-1.97,-6.45,-6.52,-7.78,-3.6,-5.44,-3.53,19.4
3.85,3.76,6.02,11.1,12.5,19.3,22,9.46,15.4,15.8,49,57.5,85,159.2,143.3,118.6,106.7,-150.6,73.3,124.7,154.3,120.4
3.51,3.4,6.99,2.85,3.82,2.45,4.35,-7.95,-11.7,2,-18.8,-52.1,22.2,41.4,48.1,62.8,68.2,79.4,109.4,155.5,225.6,292.7
12.2,14.1,12.4,12,9.22,14.8,20.1,26.2,20.5,35.2,55,-1.3,8.94,0.601,-27.2,-6.55,0.359,3.99,20.7,58.8,66.9,54.9
13.8,11.6,15.3,12.8,13.9,12.8,14,14.8,15.8,24.4,9.8,16.5,20.3,31.4,25.4,27.5,59.4,123.7,70,174.2,198.4,32.6
8.37,6.48,6.65,8.8,10.4,10.3,8.15,13.9,52.1,14.5,29.9,34.8,26.7,46.7,0.345,9.76,51.9,36.3,46.3,126.9,69,38
4.8,5.12,5.94,9.25,9.46,9.33,10.4,12.5,15.2,19.8,21.7,115.2,31.9,177.1,105.2,60.2,37.8,58.7,141.2,64.8,12.7,0.106
2.12,6.97,4.44,3.14,2.95,3.13,0.677,1.42,1.27,9.35,2.32,2.45,3.91,5.96,7.31,7.47,7.98,7.86,7.54,7.44,6.88,7.59
8.04,9.94,22.1,24.5,2.12,2.61,6,6.31,7.52,9.36,11.9,5.25,10.9,36.5,-0.515,-5.42,-57.3,-93.7,21.6,-28,3.08,3.15
4.84,6.1,8.31,7.27,3.57,-3.31,0.744,0.568,-4.75,0.797,0.79,1.17,-9.08,-0.173,5.4,-3.3,-19.4,2.17,-26.4,-8.18,1.74,-7
3.8,3.49,3.43,-23.8,-10.3,2.96,5.62,5.83,11.8,29,13.2,13.6,21.5,25.4,5.7,19.3,15.2,5.67,22.1,21.7,9.27,10.2
2.4,3.25,4.1,3.87,2.12,1.35,2.04,-24.1,-7.63,1.38,3.78,7.13,9.67,22,46.6,43.9,9.94,-139.5,-145.7,-108.9,-327.7,-142
-12.1,-5.39,-4.04,-1.59,-2.56,-2.27,-1.72,-1.77,-1.63,-2.5,-0.13,-2.54,-2.02,-10.6,-3.7,-4.2,-5.39,-7.26,-3.39,-1.16,-1.31,-0.082
1.86,2.43,2.19,2.53,3.19,2.78,5.89,4.11,2.22,-8.57,6.72,7.72,7.69,15.4,21.1,44.4,42.1,66.4,91.9,103.3,115.9,124.4
16.4,16.5,17.9,27.5,29.8,39.7,12.7,-21.5,-6.13,21.1,64.5,53.1,43.4,-56.4,-6.58,-17.7,-3.07,11.4,-5.03,10.4,9.99,27.7
3.63,15.9,1.62,2.24,-6.07,2.26,21.1,42,18,46.1,76.3,38.3,71.1,164,31.7,-16.3,-244.8,47.5,400.3,389.6,230.6,176
2.92,2.1,3.53,2.17,1.22,0.908,-1.93,3.18,6.6,1.46,-3.57,0.408,1.86,-1.75,66,76.1,75.5,67.4,18.5,25.9,59,43.2
1.82,-19.9,-44.4,-62.6,9.53,2.03,3.24,6.24,5.22,-9.3,-0.533,1.02,-0.507,-2.15,1.05,1.16,1.49,1.16,-6.88,-9.46,-0.709,-2.66
9.73,6.09,4.42,2.6,0.711,0.499,3.68,4.89,6.42,14,74.5,81.8,5.87,-75.2,-53.2,-33.3,1.79,-55.6,5.87,27.3,5.85,27.5
5.51,3.72,6.59,6.73,6.61,6.04,7.96,6.45,17.7,21.8,16.1,5.09,4.05,-9.89,-7.83,-16.7,-45.7,60.9,13.7,42.6,22.5,-23.4
10.6,11.5,12,15.4,18.5,27.2,67.8,87.3,121.6,146.6,202.8,179.5,19,38.8,176.2,506.3,820.6,589.8,133.7,55.3,-4.44,15.8
21.8,42.6,36.2,28.8,18.2,14,12.1,9.46,15.8,20.9,46.5,27.3,22.1,113.7,135.6,168.1,163.4,120.3,100.4,119.4,101.3,70
9.43,13.5,16.7,15,10.8,12.5,12.7,4.44,14.1,20,16.5,18,42.8,46.5,38.3,30.9,33.9,29.7,34.2,43.8,34,28.9
-9.5,8.6,5.64,0.459,-2.27,2.12,3.89,4.92,4.68,10.6,11.9,10.6,21.1,13.2,17.5,19.8,28.3,30.2,31.9,34.6,40.2,51.8
92.5,61.4,87.4,86.8,89.4,93.5,108.6,115.4,132,151.9,-185.2,-191.4,224.8,106.7,190.7,181.2,77.1,-297.9,-265.7,138.1,461.2,222.3
-69.4,-118.1,-47.4,-64.5,5.54,-149,64.8,-17.5,128.9,-42.7,-38.3,-453.7,18.7,-48.5,-137,23.5,87.7,61.5,30.4,-31.1,-59.8,93.2
-7.48,-3.32,-19.6,-5.87,-9.19,0.595,1.85,-7.85,-12.7,-15.2,4.88,21.6,28.5,19.9,46.5,50.4,51.4,19.3,-1.81,14.8,7.55,-12.6
5.57,5.89,8.91,4.26,2.72,2.92,-72,-27.1,1.4,-6.7,-4.6,3.19,5.3,6.42,16.1,12.8,17.6,22.4,18.9,30.8,40.8,13
0.11,0.574,-1.09,4.16,4.97,3.51,-16.7,-14,-9.28,13.4,3.14,10.6,-5.26,17.6,7.91,5.58,16.3,12.2,38,70.9,-272.7,-62.3
178.5,507,497.7,642.7,1032.9,1376.2,1412.1,1758.8,2615.5,2717.7,1918.3,2493.8,2379.8,2418.4,2595,2272.3,2358.2,2360.1,2890.2,3135.4,2513.5,2828.6
2786,4790.1,10640.2,8290.6,8618.5,12497.6,18786.2,24391.1,26037.5,28096.9,25492.8,20809.9,28914.5,30405.1,26918.6,25949.5,25869.7,9694.9,4089.8,11067.7,20879.1,16498.9
1132.8,1210.6,7241.7,5608.2,3107.6,10163.1,9765.5,15450.2,18748.3,19392,20857.5,27137.4,28853.7,24814,14197.7,11865.9,8181,-495,6630.6,6375,13553.8,12554.5
2.22,-0.277,7.93,2.5,-5.41,-1.28,1.21,-0.315,10,14.8,3.27,8.67,2.48,-6.33,-2.85,3.92,4.77,8.42,9.48,14.9,8.55,11.8
3.53,4.16,5.47,5.04,3.15,4.32,6.68,7.41,11.5,12.9,9.03,12.6,14.2,2.72,0.34,-6.74,-16.2,5.74,-13.9,4.44,3.15,-0.392
-8.44,-31.4,-25.5,-4.16,-11.7,-14,-13.4,-0.564,12.5,17.5,-0.286,0.802,2.63,-5.84,-35.6,-30.8,2.59,-32.9,-75.1,-43.7,-65.5,-1.24
8.38,9.16,11.2,13.2,13.4,20.4,24.5,19.6,21.6,25.1,18.7,20.7,24.6,15.3,21.3,14.3,10.5,12.8,18.2,15.6,21.5,32.9
-9.48,-0.549,-13.7,-1.51,1.04,-1.87,-8.45,-10.6,-14.5,-15.4,-4.9,1.68,3.78,3.27,8.06,4.82,3.34,3.21,4.57,3.77,4.85,8.54
0.012,-3.26,0.016,0.051,0.097,0.073,0.095,0.061,0.048,0.093,0.168,0.114,0.071,0.085,0.072,0.147,-0.205,-0.208,-0.191,-0.122,-0.044,-0.05
-63.6,9.52,-40.8,-20.2,6.56,11.7,17.8,18.2,21,34.6,35.5,49.7,32.1,82.5,84.2,60.3,84.4,97.2,86.1,85.7,62.2,75
-8.46,-0.185,-7.54,-3.17,4.17,0.218,-0.104,0.366,0.964,0.849,0.528,1.09,0.597,1.36,0.647,-0.052,0.349,0.03,0.021,1.18,1.59,0.719
10.5,17.7,-1.03,3.31,-1.88,-0.111,1.14,4.3,12.2,4.9,0.479,0.533,6.6,7.45,0.246,1.91,0.316,-7.03,-6.76,0.346,0.926,-20.3
47.8,43.6,57.7,50.1,28.3,38.1,125.6,132.7,250.8,766.9,184.9,70.5,250,281.1,147.6,17.6,-63.9,-125.9,5.93,-22.7,1.31,45.2
-17,-2.18,-49.2,-14.9,12,8.86,0.909,0.736,2.7,2.06,8.41,15.6,9.87,8.61,5.92,5.46,4.95,3.71,5.64,2.35,1.34,2.15
-90.8,11.8,-62,-23.6,25.4,-8.04,-38,-24.3,-8.59,-12.8,-24.6,-10.4,1.23,-21.7,-15.1,-1.1,-31.8,-11.5,-11.9,-13.7,-9.09,-8.26
1.78,6.92,-2.78,16.9,32.9,27.5,29.3,30.7,0.417,23.8,30.3,10.2,47.4,49.2,48.1,37.1,48.9,33.6,25.9,4.69,0.775,-12.2
-219.1,-282.5,-584.2,-203,50.2,-138.4,-225.6,-89,-8.6,-99.6,-198,118.1,31.1,-36.3,-43.4,-37.1,-85.3,-13.4,-12.6,-2.48,13.5,-9.57
0.318,2.46,0.48,-0.289,-1.8,0.051,-1.04,-0.621,0.004,-0.698,-0.175,4.84,3.64,2.1,0.909,0.411,1.35,-0.038,1.57,0.274,-1.4,1.4
39.8,36.1,11.7,14.7,48.5,72.9,134.6,121.7,132.3,313,322.3,266.1,330.5,370.4,366.5,213.7,301,98.9,213.6,217.8,163.6,57.1
-14.7,12.7,1.74,3.3,11.3,6.68,5.63,5.25,9.16,10.3,7.59,9.61,17.5,20,23.6,22.9,24,25.2,25.2,25.8,25,24.4
-22.7,40.5,24.4,25.8,36.3,32.7,35.5,46.5,35.1,61.9,69.8,100.8,155.1,138,127.2,98,80.7,23.6,49.8,53.3,58.7,77.6
